location,name,country,province,kg_n_per_year,capacity,country_code,name_en
"41.347861, 2.075667",RCDE Stadium,Spain,Cataluña,1531.0,40500.0,ES,RCDE Stadium
"51.4417, 5.4674",Philips Stadion,Netherlands,Noord-Brabant,1380.0,36500.0,NL,Philips Stadion
"37.152967, -3.595736",Estadio Nuevo Los Cármeness,Spain,Andalucía,735.0,19436.0,ES,Estadio Nuevo Los Cármeness
"44.794916666, 10.338444444",Stadio Ennio Tardini,Italy,Emilia-Romagna,845.0,22352.0,IT,Stadio Ennio Tardini
"51.889839, -0.193608",Broadhall Way,nan,,254.0,6722.0,nan,Broadhall Way
"52.055, 1.145277777",Portman Road,nan,,1146.0,30311.0,nan,Portman Road
"46.081603, 13.200136",Stadio Friuli,Italy,Friuli-Venezia Giulia,957.0,25312.0,IT,Stadio Friuli
"37.246389, -6.954167",Estadio Nuevo Colombino,Spain,Andalucía,819.0,21670.0,ES,Estadio Nuevo Colombino
"40.365278, 18.208889",Stadio Via del Mare,Italy,Puglia,1189.0,31461.0,IT,Stadio Via del Mare
"36.734092, -4.426422",La Rosaleda Stadium,Spain,Andalucía,1136.0,30044.0,ES,La Rosaleda Stadium
"42.796667, -1.636944",El Sadar Stadium,Spain,Comunidad Foral de Navarra,891.0,23576.0,ES,El Sadar Stadium
"45.435356, 10.968647",Stadio Marcantonio Bentegodi,Italy,Veneto,1174.0,31045.0,IT,Stadio Marcantonio Bentegodi
"45.435356, 10.968647",Stadio Marcantonio Bentegodi,Italy,Veneto,1174.0,31045.0,IT,Stadio Marcantonio Bentegodi
"39.944167, -0.103611",Estadio de la Cerámica,Spain,Comunitat Valenciana ,941.0,24891.0,ES,Estadio de la Cerámica
"44.4922, 11.3098",Stadio Renato Dall'Ara,Italy,Emilia-Romagna,1378.0,36462.0,IT,Stadio Renato Dall'Ara
"37.515833, 15.071389",Stadio Angelo Massimino,Italy,Sicilia,885.0,23420.0,IT,Stadio Angelo Massimino
"38.042222, -1.144722",Estadio Nueva Condomina,Spain,Región de Murcia,1179.0,31179.0,ES,Estadio Nueva Condomina
"43.526667, 10.314167",Stadio Armando Picchi,nan,,541.0,14312.0,nan,Stadio Armando Picchi
"43.321667, 11.326111",Stadio Artemio Franchi,Italy,Toscana,581.0,15373.0,IT,Stadio Artemio Franchi
"45.708889, 9.680833",Stadio Atleti Azzurri d'Italia,Italy,Lombardia,943.0,24950.0,IT,Stadio Atleti Azzurri d'Italia
"43.301378, -1.973617",Anoeta Stadium,Spain,País Vasco,1512.0,40000.0,ES,Anoeta Stadium
"40.325556, -3.714722",Estadio Coliseum,Spain,Comunidad de Madrid,624.0,16500.0,ES,Estadio Coliseum
"43.536111, -5.637222",Campos de Sport del Sardinero,Spain,Principado de Asturias,1110.0,29371.0,ES,Campos de Sport del Sardinero
"38.357222, -0.4925",Estadio José Rico Pérez,Spain,Comunitat Valenciana ,934.0,24704.0,ES,Estadio José Rico Pérez
"38.266944, -0.663333",Estadio Manuel Martínez Valero,Spain,Comunitat Valenciana ,1186.0,31388.0,ES,Estadio Manuel Martínez Valero
"42.5574, -6.599972",Estadio El Toralín,Spain,Castilla y León,318.0,8400.0,ES,Estadio El Toralín
"40.391944, -3.658961",Campo de Fútbol de Vallecas,Spain,Comunidad de Madrid,556.0,14708.0,ES,Campo de Fútbol de Vallecas
"28.1, -15.456667",Gran Canaria Stadium,Spain,Canarias,1224.0,32392.0,ES,Gran Canaria Stadium
"45.6225, 13.792778",Stadio Nereo Rocco,Italy,Friuli-Venezia Giulia,1227.0,32454.0,IT,Stadio Nereo Rocco
"39.494722, -0.364167",Estadi Ciutat de València,Spain,Comunitat Valenciana ,996.0,26354.0,ES,Estadi Ciutat de València
"36.84, -2.435278",Estadio de los Juegos Mediterraneos,Spain,Andalucía,832.0,22000.0,ES,Estadio de los Juegos Mediterraneos
"41.754444, -2.467778",Nuevo Estadio Los Pajaritos,Spain,Castilla y León,341.0,9025.0,ES,Nuevo Estadio Los Pajaritos
"41.554722, 2.091944",Estadi de la Nova Creu Alta,Spain,Cataluña,453.0,11981.0,ES,Estadi de la Nova Creu Alta
"41.393055555, 2.133333333",Estadi de Sarrià,Spain,Cataluña,1651.0,43667.0,ES,Estadi de Sarrià
"42.211861, -8.740328",Abanca Balaídos Stadium,Spain,Galicia,862.0,22803.0,ES,Abanca Balaídos Stadium
"43.003333, -7.570833",Estadio Anxo Carro,Spain,Galicia,306.0,8100.0,ES,Estadio Anxo Carro
"42.680833, -2.935556",Estadio Municipal de Anduva,Spain,Castilla y León,227.0,6000.0,ES,Estadio Municipal de Anduva
"40.634278, -3.182657",Estadio Pedro Escartín,Spain,Castilla-La Mancha,302.0,8000.0,ES,Estadio Pedro Escartín
"42.131944, -0.424444",Estadio El Alcoraz,Spain,Aragón,340.0,9000.0,ES,Estadio El Alcoraz
"36.689167, -6.120278",Estadio Municipal de Chapín,Spain,Andalucía,776.0,20523.0,ES,Estadio Municipal de Chapín
"40.338889, -3.840556",Estadio Municipal de Santo Domingo,Spain,Comunidad de Madrid,189.0,5000.0,ES,Estadio Municipal de Santo Domingo
"40.436111, -3.599444",Metropolitano Stadium,Spain,Comunidad de Madrid,2672.0,70692.0,ES,Metropolitano Stadium
"42.45527778, 14.22944444",Stadio Adriatico,Italy,Abruzzo,775.0,20515.0,IT,Stadio Adriatico
"38.092778, 15.635278",Stadio Oreste Granillo,nan,,1041.0,27543.0,nan,Stadio Oreste Granillo
"44.839722, 11.6075",Stadio Paolo Mazza,Italy,Emilia-Romagna,610.0,16134.0,IT,Stadio Paolo Mazza
"44.714722, 10.649722",Mapei Stadium - Città del Tricolore,Italy,Emilia-Romagna,814.0,21525.0,IT,Mapei Stadium - Città del Tricolore
"41.961389, 2.828611",Montilivi Stadium,Spain,Cataluña,510.0,13500.0,ES,Montilivi Stadium
"51.6026, -0.291785",The Hive Stadium,nan,,196.0,5176.0,nan,The Hive Stadium
"41.374224, 2.050506",Johan Cruijff Stadium,Spain,Cataluña,227.0,6000.0,ES,Johan Cruijff Stadium
"53.4250789, -3.0027851",Hill Dickinson Stadium,nan,,2259.0,59769.0,nan,Hill Dickinson Stadium
"39.199694444, 9.137416666",Unipol Domus,nan,,621.0,16416.0,nan,Unipol Domus
"-22.893172, -43.292269",Estádio Nilton Santos,nan,,1774.0,46931.0,nan,Estádio Nilton Santos
"53.483055555, -2.200277777",Etihad Stadium,nan,,2080.0,55017.0,nan,Etihad Stadium
"40.45592222, 19.48898611",Flamurtari Stadium,AL,Jug,491.0,13000.0,AL,Flamurtari Stadium
"52.514722222, 13.239444444",Berlin Olympic Stadium,Germany,Berlin,2815.0,74475.0,DE,Berlin Olympic Stadium
"50.933611, 6.875",RheinEnergie Stadion,Germany,Köln,1746.0,46195.0,DE,RheinEnergie Stadion
"51.174583333, 6.385463888",Borussia-Park,Germany,Düsseldorf,2259.0,59749.0,DE,Borussia-Park
"53.066389, 8.8375",Weserstadion,Germany,Bremen,1607.0,42500.0,DE,Weserstadion
"-22.912166666, -43.230163888",Maracanã Stadium,nan,,2980.0,78838.0,nan,Maracanã Stadium
"52.431944, 10.803889",Volkswagen Arena,Germany,Braunschweig,1134.0,30000.0,DE,Volkswagen Arena
"51.038255555, 7.002205555",BayArena,Germany,Köln,1142.0,30210.0,DE,BayArena
"52.397222, 16.858056",Enea Stadion,Poland,Wielkopolskie,1621.0,42873.0,PL,Enea Stadion
"52.314166666, 4.941944444",Johan Cruyff Arena,Netherlands,Noord-Holland,2079.0,54990.0,NL,Johan Cruyff Arena
"33.324906, 44.435438",Al-Shaab Stadium,nan,,1323.0,35000.0,nan,Al-Shaab Stadium
"38.761194444, -9.160783333",Estádio José Alvalade,Portugal,Grande Lisboa,1969.0,52095.0,PT,Estádio José Alvalade
"51.751389, 14.345556",LEAG Energie Stadion,Germany,Brandenburg,852.0,22528.0,DE,LEAG Energie Stadion
"47.988889, 7.893056",Dreisamstadion,Germany,Freiburg,907.0,24000.0,DE,Dreisamstadion
"51.630555555, -0.800277777",Adams Park,nan,,389.0,10284.0,nan,Adams Park
"51.489944, 7.236489",Ruhrstadion,Germany,Arnsberg,1108.0,29299.0,DE,Ruhrstadion
"48.55942, 7.75738",Stade de la Meinau,France,Alsace,987.0,26109.0,FR,Stade de la Meinau
"49.984167, 8.224167",Mewa Arena,Germany,Rheinhessen-Pfalz,1286.0,34034.0,DE,Mewa Arena
"51.549, 0.701556",Roots Hall,nan,,468.0,12392.0,nan,Roots Hall
"-32.920278, -68.839444",Estadio Feliciano Gambarte,nan,,605.0,16000.0,nan,Estadio Feliciano Gambarte
"3.100536111, 101.721372222",KLFA Stadium,nan,,680.0,18000.0,nan,KLFA Stadium
"49.02, 8.413055555",Wildparkstadion,Germany,Karlsruhe,1123.0,29699.0,DE,Wildparkstadion
"49.02, 8.413055555",Wildparkstadion,Germany,Karlsruhe,1254.0,33180.0,DE,Wildparkstadion
"10.641608, -61.384761",Marvin Lee Stadium,nan,,227.0,6000.0,nan,Marvin Lee Stadium
"-8.040556, -34.896667",Estádio dos Aflitos,nan,,748.0,19800.0,nan,Estádio dos Aflitos
"51.037222, 4.486389",AFAS Stadion KV Mechelen,Belgium,Prov. Antwerpen,499.0,13213.0,BE,AFAS Stadion KV Mechelen
"36.734092, -4.426422",La Rosaleda Stadium,Spain,Andalucía,1136.0,30044.0,ES,La Rosaleda Stadium
"10.661522, -61.533033",Hasely Crawford Stadium,nan,,1021.0,27000.0,nan,Hasely Crawford Stadium
"10.661522, -61.533033",Hasely Crawford Stadium,nan,,1021.0,27000.0,nan,Hasely Crawford Stadium
"52.031389, 8.516944",Bielefelder Alm,Germany,Detmold,1032.0,27300.0,DE,Bielefelder Alm
"-23.951111, -46.338889",Estádio Urbano Caldeira,nan,,607.0,16068.0,nan,Estádio Urbano Caldeira
"10.42472222, -61.41722222",Ato Boldon Stadium,nan,,378.0,10000.0,nan,Ato Boldon Stadium
"24.788206, 46.839236",King Fahd Sports City,nan,,2654.0,70200.0,nan,King Fahd Sports City
"30.552356, 47.778155",Al Mina'a Stadium,nan,,1134.0,30000.0,nan,Al Mina'a Stadium
"29.340833333, 48.088333333",Thamir Stadium,nan,,609.0,16105.0,nan,Thamir Stadium
"40.213367, 69.27919",Metallurg Bekabad Stadium,nan,,567.0,15000.0,nan,Metallurg Bekabad Stadium
"41.5624, -8.4308",Estádio Municipal de Braga,Portugal,Norte,1145.0,30286.0,PT,Estádio Municipal de Braga
"-30.065614, -51.236086",Estádio Beira-Rio,nan,,1854.0,49055.0,nan,Estádio Beira-Rio
"-34.449333, -58.542219",Estadio José Dellagiovanna,nan,,993.0,26282.0,nan,Estadio José Dellagiovanna
"51.193269, 3.181311",Jan Breydel Stadium,Belgium,Prov. West-Vlaanderen,1099.0,29062.0,BE,Jan Breydel Stadium
"32.104197, 34.865078",HaMoshava Stadium,nan,,435.0,11500.0,nan,HaMoshava Stadium
"40.397333, 49.852417",Tofiq Bahramov Stadium,nan,,1179.0,31200.0,nan,Tofiq Bahramov Stadium
"60.495, 15.434166666",Domnarvsvallen,Sweden,Norra Mellansverige,246.0,6500.0,SE,Domnarvsvallen
"30.2683, 120.129",Huanglong Sports Center,nan,,1928.0,51000.0,nan,Huanglong Sports Center
"40.625833, 20.782778",Skënderbeu Stadium,AL,Jug,468.0,12373.0,AL,Skënderbeu Stadium
"35.894863888, 14.415372222",Ta' Qali National Stadium,Malta,Malta,673.0,17797.0,MT,Ta' Qali National Stadium
"35.894863888, 14.415372222",Ta' Qali National Stadium,Malta,Malta,673.0,17797.0,MT,Ta' Qali National Stadium
"35.894863888, 14.415372222",Ta' Qali National Stadium,Malta,Malta,673.0,17797.0,MT,Ta' Qali National Stadium
"35.894863888, 14.415372222",Ta' Qali National Stadium,Malta,Malta,673.0,17797.0,MT,Ta' Qali National Stadium
"35.894863888, 14.415372222",Ta' Qali National Stadium,Malta,Malta,673.0,17797.0,MT,Ta' Qali National Stadium
"-31.631853, -60.715867",Estadio 15 de Abril,nan,,1134.0,30000.0,nan,Estadio 15 de Abril
"-31.663217, -60.725394",Estadio Brigadier General Estanislao López,nan,,1399.0,37000.0,nan,Estadio Brigadier General Estanislao López
"48.5322, 12.1383",Q1384007,Germany,Niederbayern,378.0,10000.0,DE,Q1384007
"9.99963, -84.123065",Estadio Eladio Rosabal Cordero,nan,,305.0,8068.0,nan,Estadio Eladio Rosabal Cordero
"42.070031, 19.506558",Loro Boriçi Stadium,AL,Veri,605.0,16000.0,AL,Loro Boriçi Stadium
"-17.796067, -63.183873",Estadio Ramón Tahuichi Aguilera,nan,,1330.0,35180.0,nan,Estadio Ramón Tahuichi Aguilera
"38.7628177, -9.1586173",Estádio José Alvalade (1956),Portugal,Grande Lisboa,2843.0,75200.0,PT,Estádio José Alvalade (1956)
"41.32583333, 19.44944444",Niko Dovana Stadium,nan,,455.0,12040.0,nan,Niko Dovana Stadium
"41.326081, 19.449856",Niko Dovana Stadium,nan,,455.0,12040.0,nan,Niko Dovana Stadium
"35.5498, 45.4289",Sulaymaniyah Stadium,nan,,,,nan,Sulaymaniyah Stadium
"46.081781, 19.676958",Subotica City Stadium,RS,Autonomous Province of Vojvodina,491.0,13000.0,RS,Subotica City Stadium
"46.21002, 5.2371",Stade Marcel-Verchère,France,Rhône-Alpes,431.0,11400.0,FR,Stade Marcel-Verchère
"40.736944444, 44.856388888",Dilijan City Stadium,nan,,76.0,2000.0,nan,Dilijan City Stadium
"-23.527556, -46.678417",Allianz Parque,nan,,1652.0,43713.0,nan,Allianz Parque
"-19.478794, -44.222022",Arena do Jacaré,nan,,643.0,17000.0,nan,Arena do Jacaré
"41.188558, 19.553247",Besa Stadium,AL,Qender,321.0,8500.0,AL,Besa Stadium
"-31.519847, -68.530289",Estadio Ingeniero Hilario Sánchez,nan,,737.0,19500.0,nan,Estadio Ingeniero Hilario Sánchez
"1.497575, 103.751372222",Tan Sri Dato Haji Hassan Yunos Stadium,nan,,1134.0,30000.0,nan,Tan Sri Dato Haji Hassan Yunos Stadium
"41.64248, 19.711672",Laçi Stadium,AL,Veri,416.0,11000.0,AL,Laçi Stadium
"0.143111, 117.461239",Mulawarman Stadium,nan,,454.0,12000.0,nan,Mulawarman Stadium
"26.308612, 127.820993",Okinawa Athletic Stadium,nan,,945.0,25000.0,nan,Okinawa Athletic Stadium
"10.59919722, -61.13074167",Sangre Grande Regional Complex,nan,,265.0,7000.0,nan,Sangre Grande Regional Complex
"33.488333, -111.921111",Scottsdale Stadium,nan,,454.0,12000.0,nan,Scottsdale Stadium
"40.0812, 20.1381",Subi Bakiri Stadium,AL,Jug,318.0,8400.0,AL,Subi Bakiri Stadium
"42.078888888, 20.420277777",Zeqir Ymeri Stadium,AL,Veri,189.0,5000.0,AL,Zeqir Ymeri Stadium
"33.6319, -112.2332",Peoria Sports Complex,nan,,487.0,12882.0,nan,Peoria Sports Complex
"-7.87525, 110.380388888",Sultan Agung Stadium,nan,,1323.0,35000.0,nan,Sultan Agung Stadium
"53.984722222, -1.052777777",York Community Stadium,nan,,321.0,8500.0,nan,York Community Stadium
"33.4375, -111.90555556",Casino Arizona Field,nan,,,,nan,Casino Arizona Field
"40.2917128, -3.8260961",Estadio Fernando Torres,Spain,Comunidad de Madrid,227.0,6000.0,ES,Estadio Fernando Torres
"1.481722222, 103.61925",Sultan Ibrahim Stadium,nan,,1512.0,40000.0,nan,Sultan Ibrahim Stadium
"-7.185388888, 112.65075",Gelora Joko Samudro Stadium,nan,,1512.0,40000.0,nan,Gelora Joko Samudro Stadium
"33.67446, -117.739335",Championship Soccer Stadium,nan,,189.0,5000.0,nan,Championship Soccer Stadium
"48.021536, 7.830006",Europa-Park-Stadion,Germany,Freiburg,1312.0,34700.0,DE,Europa-Park-Stadion
"33.270111111, -111.978472222",Phoenix Rising Soccer Stadium,nan,,,,nan,Phoenix Rising Soccer Stadium
"26.350571111, 50.181142777",Al-Ettifaq Club Stadium,nan,,567.0,15000.0,nan,Al-Ettifaq Club Stadium
"-25.578611111, 27.160833333",Royal Bafokeng Stadium,nan,,1588.0,42000.0,nan,Royal Bafokeng Stadium
"46.608847, 14.278281",Wörthersee Stadion,Austria,Kärnten,1210.0,32000.0,AT,Wörthersee Stadion
"62.0193487, -6.7811394",Gundadalur,nan,,189.0,5000.0,nan,Gundadalur
"60.4575, 26.939722",Arto Tolsa Areena,Finland,Etelä-Suomi,181.0,4780.0,FI,Arto Tolsa Areena
"42.432778, 25.615278",Beroe Stadium,Bulgaria,Yugoiztochen,458.0,12128.0,BG,Beroe Stadium
"35.8873, 14.4925",Victor Tedesco Stadium,Malta,Malta,74.0,1962.0,MT,Victor Tedesco Stadium
"5.551388888, -0.191944444",Accra Sports Stadium,nan,,1512.0,40000.0,nan,Accra Sports Stadium
"5.5516, -0.19184",Accra Sports Stadium,nan,,1512.0,40000.0,nan,Accra Sports Stadium
"-16.0125, -48.062222",Bezerrão,nan,,756.0,20000.0,nan,Bezerrão
"40.410986, 49.897711",ASK Arena,nan,,307.0,8125.0,nan,ASK Arena
"33.200556, 131.6575",Ōita Stadium,nan,,1512.0,40000.0,nan,Ōita Stadium
"37.8825, 139.059166666",Denka Big Swan Stadium,nan,,1599.0,42300.0,nan,Denka Big Swan Stadium
"62.884444, 27.670833",Kuopio Football Stadium,Finland,Pohjois- ja Itä-Suomi,102.0,2700.0,FI,Kuopio Football Stadium
"39.940094, 32.845681",Ankara 19 Mayıs Stadium,TR,Ankara,726.0,19219.0,TR,Ankara 19 Mayıs Stadium
"34.929818, 33.613207",Ammochostos Stadium,Cyprus,Kýpros,157.0,4161.0,CY,Ammochostos Stadium
"39.728612, 36.984065",Sivas 4 Eylül Stadium,TR,"Kayseri, Sivas, Yozgat",567.0,14998.0,TR,Sivas 4 Eylül Stadium
"46.162687, 8.801544",Stadio del Lido,Switzerland,Ticino,416.0,11000.0,CH,Stadio del Lido
"51.75875, 19.42675",Stadion ŁKS,Poland,Łódzkie,681.0,18029.0,PL,Stadion ŁKS
"53.998944, -6.416917",Oriel Park,Ireland,Eastern and Midland,170.0,4500.0,IE,Oriel Park
"53.998944, -6.416917",Oriel Park,Ireland,Eastern and Midland,340.0,9000.0,IE,Oriel Park
"-19.908333, -43.917778",Estádio Independência,nan,,870.0,23018.0,nan,Estádio Independência
"-34.9075, 138.568889",Hindmarsh Stadium,nan,,643.0,17000.0,nan,Hindmarsh Stadium
"53.48805556, 18.75944444",City Stadium Grudziądz,Poland,Kujawsko-pomorskie,302.0,8000.0,PL,City Stadium Grudziądz
"51.193269, 3.181311",Jan Breydel Stadium,Belgium,Prov. West-Vlaanderen,1099.0,29062.0,BE,Jan Breydel Stadium
"42.328611, 19.240556",Stadion Trešnjica,ME,Crna Gora,265.0,7000.0,ME,Stadion Trešnjica
"42.749167, 13.954722",Stadio Rubens Fadini,Italy,Abruzzo,164.0,4347.0,IT,Stadio Rubens Fadini
"47.506111, 19.094722",Millenáris Sporttelep,Hungary,Budapest,307.0,8130.0,HU,Millenáris Sporttelep
"35.894863888, 14.415372222",Ta' Qali National Stadium,Malta,Malta,673.0,17797.0,MT,Ta' Qali National Stadium
"41.271388888, -8.385277777",Estádio Capital do Móvel,Portugal,Norte,343.0,9076.0,PT,Estádio Capital do Móvel
"-27.666389, -48.531667",Estádio da Ressacada,nan,,673.0,17800.0,nan,Estádio da Ressacada
"36.885833, 7.733056","May 19, 1956 Stadium",nan,,1890.0,50000.0,nan,"May 19, 1956 Stadium"
"-22.60763611, 17.090975",Sam Nujoma Stadium,nan,,389.0,10300.0,nan,Sam Nujoma Stadium
"36.999, 35.3297",Adana 5 Ocak Stadium,TR,"Adana, Mersin",532.0,14085.0,TR,Adana 5 Ocak Stadium
"36.999, 35.3297",Adana 5 Ocak Stadium,TR,"Adana, Mersin",532.0,14085.0,TR,Adana 5 Ocak Stadium
"47.130833, 24.502778",Stadionul Gloria,Romania,Nord-Vest,295.0,7800.0,RO,Stadionul Gloria
"12.15274444, -68.88754722",Ergilio Hato Stadium,nan,,567.0,15000.0,nan,Ergilio Hato Stadium
"46.136967, 14.602343",Domžale Sports Park,Slovenia,Zahodna Slovenija,106.0,2813.0,SI,Domžale Sports Park
"50.883056, 3.428889",Regenboogstadion,Belgium,Prov. West-Vlaanderen,386.0,10200.0,BE,Regenboogstadion
"5.32825, -4.018417",Felix Houphouet Boigny Stadium,nan,,1285.0,34000.0,nan,Felix Houphouet Boigny Stadium
"5.32825, -4.018417",Felix Houphouet Boigny Stadium,nan,,1890.0,50000.0,nan,Felix Houphouet Boigny Stadium
"51.916944, 4.520556",Stadion Woudestein,Netherlands,Zuid-Holland,133.0,3531.0,NL,Stadion Woudestein
"49.6843, 12.1695",Q2326124,Germany,Oberpfalz,287.0,7600.0,DE,Q2326124
"44.197278, 28.639333",Stadionul Farul,Romania,Sud-Est,586.0,15500.0,RO,Stadionul Farul
"43.1192, 131.8788",Dynamo Stadium,nan,,386.0,10200.0,nan,Dynamo Stadium
"46.166111, 16.834722",Gradski stadion,Croatia,Sjeverna Hrvatska,151.0,4000.0,HR,Gradski stadion
"-22.90055556, -43.10583333",Estádio Caio Martins,nan,,454.0,12000.0,nan,Estádio Caio Martins
"47.84069, 1.94169",Stade de la Source,France,Centre — Val de Loire,259.0,6863.0,FR,Stade de la Source
"43.421944444, 11.140277777",Stadio Gino Manni,Italy,Toscana,113.0,3000.0,IT,Stadio Gino Manni
"51.3787, -2.3951",Twerton Park,nan,,334.0,8840.0,nan,Twerton Park
"20.4358, 106.18",Thien Truong Stadium,nan,,,,nan,Thien Truong Stadium
"32.083333, 20.266667",Martyrs of February Stadium,nan,,399.0,10550.0,nan,Martyrs of February Stadium
"7.26522222, -2.86536111",Agyeman Badu Stadium,nan,,189.0,5000.0,nan,Agyeman Badu Stadium
"25.392215, 55.450546",Ajman Stadium,nan,,,,nan,Ajman Stadium
"40.99656667, 28.83211944",Bahçelievler Stadium,nan,,,,nan,Bahçelievler Stadium
"51.461231, -0.084061",Champion Hill,nan,,113.0,3000.0,nan,Champion Hill
"-27.376667, -70.320833",Estadio Luis Valenzuela Hermosilla,nan,,302.0,8000.0,nan,Estadio Luis Valenzuela Hermosilla
"45.487778, 16.7825",Gradski stadion,Croatia,Panonska Hrvatska,38.0,1010.0,HR,Gradski stadion
"45.487778, 16.7825",Gradski stadion,Croatia,Panonska Hrvatska,76.0,2000.0,HR,Gradski stadion
"42.2863, 18.8507",Stadion Lugovi,ME,Crna Gora,151.0,4000.0,ME,Stadion Lugovi
"10.536111, 106.408333",Long An Stadium,nan,,755.0,19975.0,nan,Long An Stadium
"36.5851, 36.1553",İskenderun 5 Temmuz Stadium,TR,"Hatay, Kahramanmaraş, Osmaniye",468.0,12390.0,TR,İskenderun 5 Temmuz Stadium
"60.375694, 5.341497",Krohnsminde,Norway,Vestlandet,,,NO,Krohnsminde
"36.83974, 10.18518",Stade Ameur El-Gargouri,nan,,151.0,4000.0,nan,Stade Ameur El-Gargouri
"-34.851743, 138.636493",Adelaide City Park,nan,,208.0,5500.0,nan,Adelaide City Park
"60.17777778, 24.78111111",Tapiola Sports Park,Finland,Helsinki-Uusimaa,155.0,4100.0,FI,Tapiola Sports Park
"42.36472222, 18.75611111",Stadion Donja Sutvara,ME,Crna Gora,57.0,1500.0,ME,Stadion Donja Sutvara
"53.5175, 28.150833333",Haradski Stadium (Marjina Horka),nan,,76.0,2000.0,nan,Haradski Stadium (Marjina Horka)
"34.693194, 32.939278",Limassol Arena,Cyprus,Kýpros,389.0,10300.0,CY,Limassol Arena
"52.514722222, 13.239444444",Berlin Olympic Stadium,Germany,Berlin,2815.0,74475.0,DE,Berlin Olympic Stadium
"29.565, 52.491389",Pars Stadium,nan,,1890.0,50000.0,nan,Pars Stadium
"40.98, 28.791388888",Şenlikköy Stadium,nan,,302.0,8000.0,nan,Şenlikköy Stadium
"40.410986, 49.897711",ASK Arena,nan,,307.0,8125.0,nan,ASK Arena
"25.330538, 51.341279",Ahmad bin Ali Stadium,nan,,1691.0,44740.0,nan,Ahmad bin Ali Stadium
"43.378384, 17.854382",Rođeni Stadium,BA,Federacija Bosne i Hercegovine,265.0,7000.0,BA,Rođeni Stadium
"25.374202777, 55.423058333",Khalid Bin Mohammed Stadium,nan,,378.0,10000.0,nan,Khalid Bin Mohammed Stadium
"39.929528, 116.441139",Workers Stadium,nan,,2501.0,66161.0,nan,Workers Stadium
"6.398611, 5.611944",Samuel Ogbemudia Stadium,nan,,756.0,20000.0,nan,Samuel Ogbemudia Stadium
"51.298611, 9.484167",Auestadion,Germany,Kassel,680.0,17993.0,DE,Auestadion
"43.4682, 4.94795",Stade Parsemain,France,Provence-Alpes-Côte d’Azur,643.0,17000.0,FR,Stade Parsemain
"54.869142, -6.262867",Ballymena Showgrounds,nan,,155.0,4100.0,nan,Ballymena Showgrounds
"54.717407, 20.489826",Baltika Stadium,nan,,170.0,4500.0,nan,Baltika Stadium
"-16.698889, -49.233889",Estádio Serra Dourada,nan,,2044.0,54084.0,nan,Estádio Serra Dourada
"13.76657, 100.552823",Thai-Japanese Stadium,nan,,390.0,10320.0,nan,Thai-Japanese Stadium
"21.4855, 39.9737",King Abdulaziz Sports City,nan,,1436.0,38000.0,nan,King Abdulaziz Sports City
